1: length=-1, (b, c, d) = (0, 0, -1)
2020-12-03 07:24:33,087 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
2020-12-03 07:24:33,197 [IPC Server handler 2 on default port 40480] INFO  FSNamesystem.audit (FSNamesystem.java:logAuditMessage(8074)) - allowed=true	ugi=root (auth:SIMPLE)	ip=/127.0.0.1	cmd=datanodeReport	src=null	dst=null	perm=null	proto=rpc
2020-12-03 07:24:33,198 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:shouldWait(2782)) - dnInfo.length != numDataNodes
2020-12-03 07:24:33,198 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
2020-12-03 07:24:33,300 [IPC Server handler 3 on default port 40480] INFO  FSNamesystem.audit (FSNamesystem.java:logAuditMessage(8074)) - allowed=true	ugi=root (auth:SIMPLE)	ip=/127.0.0.1	cmd=datanodeReport	src=null	dst=null	perm=null	proto=rpc
2020-12-03 07:24:33,301 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:shouldWait(2782)) - dnInfo.length != numDataNodes
2020-12-03 07:24:33,301 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
2020-12-03 07:24:33,403 [IPC Server handler 4 on default port 40480] INFO  FSNamesystem.audit (FSNamesystem.java:logAuditMessage(8074)) - allowed=true	ugi=root (auth:SIMPLE)	ip=/127.0.0.1	cmd=datanodeReport	src=null	dst=null	perm=null	proto=rpc
2020-12-03 07:24:33,403 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:shouldWait(2782)) - dnInfo.length != numDataNodes
2020-12-03 07:24:33,403 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
2020-12-03 07:24:33,505 [IPC Server handler 5 on default port 40480] INFO  FSNamesystem.audit (FSNamesystem.java:logAuditMessage(8074)) - allowed=true	ugi=root (auth:SIMPLE)	ip=/127.0.0.1	cmd=datanodeReport	src=null	dst=null	perm=null	proto=rpc
2020-12-03 07:24:33,506 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:shouldWait(2782)) - dnInfo.length != numDataNodes
2020-12-03 07:24:33,506 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
2020-12-03 07:24:33,607 [IPC Server handler 6 on default port 40480] INFO  FSNamesystem.audit (FSNamesystem.java:logAuditMessage(8074)) - allowed=true	ugi=root (auth:SIMPLE)	ip=/127.0.0.1	cmd=datanodeReport	src=null	dst=null	perm=null	proto=rpc
2020-12-03 07:24:33,608 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:shouldWait(2782)) - dnInfo.length != numDataNodes
2020-12-03 07:24:33,608 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
2020-12-03 07:24:33,675 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] WARN  datanode.DataNode (BPServiceActor.java:offerService(731)) - IOException in offerService
java.io.EOFException: End of File Exception between local host is: "796e7be4bc1c/172.17.0.6"; destination host is: "localhost":40480; : java.io.EOFException; For more details see:  http://wiki.apache.org/hadoop/EOFException
	at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
	at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)
	at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
	at java.lang.reflect.Constructor.newInstance(Constructor.java:423)
	at org.apache.hadoop.net.NetUtils.wrapWithMessage(NetUtils.java:833)
	at org.apache.hadoop.net.NetUtils.wrapException(NetUtils.java:791)
	at org.apache.hadoop.ipc.Client.getRpcResponse(Client.java:1549)
	at org.apache.hadoop.ipc.Client.call(Client.java:1491)
	at org.apache.hadoop.ipc.Client.call(Client.java:1388)
	at org.apache.hadoop.ipc.ProtobufRpcEngine$Invoker.invoke(ProtobufRpcEngine.java:233)
	at org.apache.hadoop.ipc.ProtobufRpcEngine$Invoker.invoke(ProtobufRpcEngine.java:118)
	at com.sun.proxy.$Proxy23.sendHeartbeat(Unknown Source)
	at org.apache.hadoop.hdfs.protocolPB.DatanodeProtocolClientSideTranslatorPB.sendHeartbeat(DatanodeProtocolClientSideTranslatorPB.java:168)
	at org.apache.hadoop.hdfs.server.datanode.BPServiceActor.sendHeartBeat(BPServiceActor.java:517)
	at org.apache.hadoop.hdfs.server.datanode.BPServiceActor.offerService(BPServiceActor.java:648)
	at org.apache.hadoop.hdfs.server.datanode.BPServiceActor.run(BPServiceActor.java:849)
	at java.lang.Thread.run(Thread.java:748)
Caused by: java.io.EOFException
	at java.io.DataInputStream.readInt(DataInputStream.java:392)
	at org.apache.hadoop.ipc.Client$IpcStreams.readResponse(Client.java:1850)
	at org.apache.hadoop.ipc.Client$Connection.receiveRpcResponse(Client.java:1183)
	at org.apache.hadoop.ipc.Client$Connection.run(Client.java:1079)
2020-12-03 07:24:33,680 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActor(672)) - DatanodeCommand action : DNA_REGISTER from localhost/127.0.0.1:40480 with active state
2020-12-03 07:24:33,679 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActor(672)) - DatanodeCommand action : DNA_REGISTER from localhost/127.0.0.1:40480 with active state
2020-12-03 07:24:33,679 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActor(672)) - DatanodeCommand action : DNA_REGISTER from localhost/127.0.0.1:40480 with active state
2020-12-03 07:24:33,679 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActor(672)) - DatanodeCommand action : DNA_REGISTER from localhost/127.0.0.1:40480 with active state
2020-12-03 07:24:33,681 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 652d02fb-83eb-4483-ac0b-9eff8a764461) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:33,681 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid ef278207-33f0-460f-ad85-df1b9dfc23ce) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:33,682 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid ff4f43b1-8422-4ae6-ad05-7845f3383624) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:33,682 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 3b4af1e9-74d5-4cdf-a020-46743c53cff1) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:33,682 [IPC Server handler 5 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:38080, datanodeUuid=652d02fb-83eb-4483-ac0b-9eff8a764461, infoPort=35373, infoSecurePort=0, ipcPort=42387, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage 652d02fb-83eb-4483-ac0b-9eff8a764461
2020-12-03 07:24:33,683 [IPC Server handler 5 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:38080
2020-12-03 07:24:33,683 [IPC Server handler 5 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN 652d02fb-83eb-4483-ac0b-9eff8a764461 (127.0.0.1:38080).
2020-12-03 07:24:33,684 [IPC Server handler 6 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:37118, datanodeUuid=ef278207-33f0-460f-ad85-df1b9dfc23ce, infoPort=34733, infoSecurePort=0, ipcPort=33852, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage ef278207-33f0-460f-ad85-df1b9dfc23ce
2020-12-03 07:24:33,684 [IPC Server handler 6 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:37118
2020-12-03 07:24:33,684 [IPC Server handler 6 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN ef278207-33f0-460f-ad85-df1b9dfc23ce (127.0.0.1:37118).
2020-12-03 07:24:33,685 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 652d02fb-83eb-4483-ac0b-9eff8a764461) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:33,685 [IPC Server handler 8 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:43169, datanodeUuid=ff4f43b1-8422-4ae6-ad05-7845f3383624, infoPort=35926, infoSecurePort=0, ipcPort=44138, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage ff4f43b1-8422-4ae6-ad05-7845f3383624
2020-12-03 07:24:33,685 [IPC Server handler 8 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:43169
2020-12-03 07:24:33,685 [IPC Server handler 8 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN ff4f43b1-8422-4ae6-ad05-7845f3383624 (127.0.0.1:43169).
2020-12-03 07:24:33,685 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid ef278207-33f0-460f-ad85-df1b9dfc23ce) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:33,685 [IPC Server handler 9 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:35974, datanodeUuid=3b4af1e9-74d5-4cdf-a020-46743c53cff1, infoPort=37166, infoSecurePort=0, ipcPort=41345, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage 3b4af1e9-74d5-4cdf-a020-46743c53cff1
2020-12-03 07:24:33,686 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid ff4f43b1-8422-4ae6-ad05-7845f3383624) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:33,687 [IPC Server handler 9 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:35974
2020-12-03 07:24:33,687 [IPC Server handler 9 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN 3b4af1e9-74d5-4cdf-a020-46743c53cff1 (127.0.0.1:35974).
2020-12-03 07:24:33,688 [IPC Server handler 7 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-bfd1272a-bd39-472c-8e60-6406a8aa2be5 for DN 127.0.0.1:38080
2020-12-03 07:24:33,688 [IPC Server handler 7 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-6ccef453-d6ce-4e51-bca2-7301b8846a01 for DN 127.0.0.1:38080
2020-12-03 07:24:33,689 [IPC Server handler 0 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-5f57f894-8c31-4898-a91b-0ed3b199f2f6 for DN 127.0.0.1:37118
2020-12-03 07:24:33,689 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 3b4af1e9-74d5-4cdf-a020-46743c53cff1) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:33,690 [IPC Server handler 0 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-c5e5ef5e-6c4f-48dd-9324-7465655e12cc for DN 127.0.0.1:37118
2020-12-03 07:24:33,690 [IPC Server handler 1 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-641a414d-d58a-43a1-898d-6f0dd5d5bb30 for DN 127.0.0.1:43169
2020-12-03 07:24:33,690 [IPC Server handler 1 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-4e86e337-980c-423c-ad80-f723a5dbe6f4 for DN 127.0.0.1:43169
2020-12-03 07:24:33,691 [IPC Server handler 2 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-17a76543-dba4-4ae5-84a9-0771cb770f9c for DN 127.0.0.1:35974
2020-12-03 07:24:33,691 [IPC Server handler 2 on default port 40480] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-9284d452-ec75-4d32-a5db-cf325205e975 for DN 127.0.0.1:35974
2020-12-03 07:24:33,692 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x1cced64f92cffb3c: Processing first storage report for DS-6ccef453-d6ce-4e51-bca2-7301b8846a01 from datanode 652d02fb-83eb-4483-ac0b-9eff8a764461
2020-12-03 07:24:33,692 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x1cced64f92cffb3c: from storage DS-6ccef453-d6ce-4e51-bca2-7301b8846a01 node DatanodeRegistration(127.0.0.1:38080, datanodeUuid=652d02fb-83eb-4483-ac0b-9eff8a764461, infoPort=35373, infoSecurePort=0, ipcPort=42387, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: true, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:33,693 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0xe71bf33ee9b88d54: Processing first storage report for DS-5f57f894-8c31-4898-a91b-0ed3b199f2f6 from datanode ef278207-33f0-460f-ad85-df1b9dfc23ce
2020-12-03 07:24:33,693 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0xe71bf33ee9b88d54: from storage DS-5f57f894-8c31-4898-a91b-0ed3b199f2f6 node DatanodeRegistration(127.0.0.1:37118, datanodeUuid=ef278207-33f0-460f-ad85-df1b9dfc23ce, infoPort=34733, infoSecurePort=0, ipcPort=33852, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: true, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:33,693 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x122fb8e2443c23af: Processing first storage report for DS-4e86e337-980c-423c-ad80-f723a5dbe6f4 from datanode ff4f43b1-8422-4ae6-ad05-7845f3383624
2020-12-03 07:24:33,693 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x122fb8e2443c23af: from storage DS-4e86e337-980c-423c-ad80-f723a5dbe6f4 node DatanodeRegistration(127.0.0.1:43169, datanodeUuid=ff4f43b1-8422-4ae6-ad05-7845f3383624, infoPort=35926, infoSecurePort=0, ipcPort=44138, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: true, processing time: 1 msecs, invalidatedBlocks: 0
2020-12-03 07:24:33,693 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x1cced64f92cffb3c: Processing first storage report for DS-bfd1272a-bd39-472c-8e60-6406a8aa2be5 from datanode 652d02fb-83eb-4483-ac0b-9eff8a764461
2020-12-03 07:24:33,693 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x1cced64f92cffb3c: from storage DS-bfd1272a-bd39-472c-8e60-6406a8aa2be5 node DatanodeRegistration(127.0.0.1:38080, datanodeUuid=652d02fb-83eb-4483-ac0b-9eff8a764461, infoPort=35373, infoSecurePort=0, ipcPort=42387, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: false, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:33,693 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0xe71bf33ee9b88d54: Processing first storage report for DS-c5e5ef5e-6c4f-48dd-9324-7465655e12cc from datanode ef278207-33f0-460f-ad85-df1b9dfc23ce
2020-12-03 07:24:33,694 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0xe71bf33ee9b88d54: from storage DS-c5e5ef5e-6c4f-48dd-9324-7465655e12cc node DatanodeRegistration(127.0.0.1:37118, datanodeUuid=ef278207-33f0-460f-ad85-df1b9dfc23ce, infoPort=34733, infoSecurePort=0, ipcPort=33852, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: false, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:33,694 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x122fb8e2443c23af: Processing first storage report for DS-641a414d-d58a-43a1-898d-6f0dd5d5bb30 from datanode ff4f43b1-8422-4ae6-ad05-7845f3383624
2020-12-03 07:24:33,694 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x122fb8e2443c23af: from storage DS-641a414d-d58a-43a1-898d-6f0dd5d5bb30 node DatanodeRegistration(127.0.0.1:43169, datanodeUuid=ff4f43b1-8422-4ae6-ad05-7845f3383624, infoPort=35926, infoSecurePort=0, ipcPort=44138, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: false, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:33,694 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0xd576e86131b96dea: Processing first storage report for DS-17a76543-dba4-4ae5-84a9-0771cb770f9c from datanode 3b4af1e9-74d5-4cdf-a020-46743c53cff1
2020-12-03 07:24:33,694 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0xd576e86131b96dea: from storage DS-17a76543-dba4-4ae5-84a9-0771cb770f9c node DatanodeRegistration(127.0.0.1:35974, datanodeUuid=3b4af1e9-74d5-4cdf-a020-46743c53cff1, infoPort=37166, infoSecurePort=0, ipcPort=41345, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: true, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:33,694 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0xd576e86131b96dea: Processing first storage report for DS-9284d452-ec75-4d32-a5db-cf325205e975 from datanode 3b4af1e9-74d5-4cdf-a020-46743c53cff1
2020-12-03 07:24:33,694 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0xd576e86131b96dea: from storage DS-9284d452-ec75-4d32-a5db-cf325205e975 node DatanodeRegistration(127.0.0.1:35974, datanodeUuid=3b4af1e9-74d5-4cdf-a020-46743c53cff1, infoPort=37166, infoSecurePort=0, ipcPort=41345, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031), blocks: 0, hasStaleStorage: false, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:33,695 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:blockReport(424)) - Successfully sent block report 0x122fb8e2443c23af,  containing 2 storage report(s), of which we sent 2. The reports had 0 total blocks and used 1 RPC(s). This took 1 msec to generate and 3 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.
2020-12-03 07:24:33,695 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:blockReport(424)) - Successfully sent block report 0x1cced64f92cffb3c,  containing 2 storage report(s), of which we sent 2. The reports had 0 total blocks and used 1 RPC(s). This took 0 msec to generate and 4 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.
2020-12-03 07:24:33,695 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActive(759)) - Got finalize command for block pool BP-497026648-172.17.0.6-1606980264031
2020-12-03 07:24:33,695 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:blockReport(424)) - Successfully sent block report 0xe71bf33ee9b88d54,  containing 2 storage report(s), of which we sent 2. The reports had 0 total blocks and used 1 RPC(s). This took 0 msec to generate and 4 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.
2020-12-03 07:24:33,695 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActive(759)) - Got finalize command for block pool BP-497026648-172.17.0.6-1606980264031
2020-12-03 07:24:33,695 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:blockReport(424)) - Successfully sent block report 0xd576e86131b96dea,  containing 2 storage report(s), of which we sent 2. The reports had 0 total blocks and used 1 RPC(s). This took 0 msec to generate and 2 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.
2020-12-03 07:24:33,695 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActive(759)) - Got finalize command for block pool BP-497026648-172.17.0.6-1606980264031
2020-12-03 07:24:33,695 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActive(759)) - Got finalize command for block pool BP-497026648-172.17.0.6-1606980264031
2020-12-03 07:24:33,709 [IPC Server handler 8 on default port 40480] INFO  FSNamesystem.audit (FSNamesystem.java:logAuditMessage(8074)) - allowed=true	ugi=root (auth:SIMPLE)	ip=/127.0.0.1	cmd=datanodeReport	src=null	dst=null	perm=null	proto=rpc
2020-12-03 07:24:33,710 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:shouldWait(2782)) - dnInfo.length != numDataNodes
2020-12-03 07:24:33,711 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
2020-12-03 07:24:33,812 [IPC Server handler 9 on default port 40480] INFO  FSNamesystem.audit (FSNamesystem.java:logAuditMessage(8074)) - allowed=true	ugi=root (auth:SIMPLE)	ip=/127.0.0.1	cmd=datanodeReport	src=null	dst=null	perm=null	proto=rpc
2020-12-03 07:24:33,813 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:shouldWait(2782)) - dnInfo.length != numDataNodes
2020-12-03 07:24:33,813 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
2020-12-03 07:24:33,914 [IPC Server handler 7 on default port 40480] INFO  FSNamesystem.audit (FSNamesystem.java:logAuditMessage(8074)) - allowed=true	ugi=root (auth:SIMPLE)	ip=/127.0.0.1	cmd=datanodeReport	src=null	dst=null	perm=null	proto=rpc
2020-12-03 07:24:33,915 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:shouldWait(2782)) - dnInfo.length != numDataNodes
2020-12-03 07:24:33,915 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
2020-12-03 07:24:34,017 [IPC Server handler 0 on default port 40480] INFO  FSNamesystem.audit (FSNamesystem.java:logAuditMessage(8074)) - allowed=true	ugi=root (auth:SIMPLE)	ip=/127.0.0.1	cmd=datanodeReport	src=null	dst=null	perm=null	proto=rpc
2020-12-03 07:24:34,018 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:shouldWait(2782)) - dnInfo.length != numDataNodes
2020-12-03 07:24:34,018 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
2020-12-03 07:24:34,120 [IPC Server handler 1 on default port 40480] INFO  FSNamesystem.audit (FSNamesystem.java:logAuditMessage(8074)) - allowed=true	ugi=root (auth:SIMPLE)	ip=/127.0.0.1	cmd=datanodeReport	src=null	dst=null	perm=null	proto=rpc
2020-12-03 07:24:34,121 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:shouldWait(2782)) - dnInfo.length != numDataNodes
2020-12-03 07:24:34,121 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
2020-12-03 07:24:34,222 [IPC Server handler 5 on default port 40480] INFO  FSNamesystem.audit (FSNamesystem.java:logAuditMessage(8074)) - allowed=true	ugi=root (auth:SIMPLE)	ip=/127.0.0.1	cmd=datanodeReport	src=null	dst=null	perm=null	proto=rpc
2020-12-03 07:24:34,223 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:shouldWait(2782)) - dnInfo.length != numDataNodes
2020-12-03 07:24:34,223 [Listener at localhost/40480] INFO  hdfs.MiniDFSCluster (MiniDFSCluster.java:waitActive(2703)) - Waiting for cluster to become active
