1: length=-1, (b, c, d) = (0, 0, -1)
2020-12-03 07:24:37,315 [IPC Server handler 7 on default port 42543] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:45506, datanodeUuid=fec36e5c-fc03-445a-9259-7b3565aecf05, infoPort=46100, infoSecurePort=0, ipcPort=44129, storageInfo=lv=-57;cid=testClusterID;nsid=1090966717;c=1606980274066) storage fec36e5c-fc03-445a-9259-7b3565aecf05
2020-12-03 07:24:37,315 [IPC Server handler 7 on default port 42543] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:45506
2020-12-03 07:24:37,315 [IPC Server handler 7 on default port 42543] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN fec36e5c-fc03-445a-9259-7b3565aecf05 (127.0.0.1:45506).
2020-12-03 07:24:37,316 [BP-1688424058-172.17.0.4-1606980274066 heartbeating to localhost/127.0.0.1:42543] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-1688424058-172.17.0.4-1606980274066 (Datanode Uuid fec36e5c-fc03-445a-9259-7b3565aecf05) service to localhost/127.0.0.1:42543 successfully registered with NN
2020-12-03 07:24:37,316 [BP-1688424058-172.17.0.4-1606980274066 heartbeating to localhost/127.0.0.1:42543] INFO  datanode.DataNode (BPServiceActor.java:offerService(616)) - For namenode localhost/127.0.0.1:42543 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=1000
2020-12-03 07:24:37,319 [IPC Server handler 8 on default port 42543] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-63280395-91a5-4718-be8d-5460920774c7 for DN 127.0.0.1:45506
2020-12-03 07:24:37,319 [IPC Server handler 8 on default port 42543] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-de2435ec-3606-4457-bfcf-cb6ef072dc0e for DN 127.0.0.1:45506
2020-12-03 07:24:37,320 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x768a96ccea2d2d0a: Processing first storage report for DS-de2435ec-3606-4457-bfcf-cb6ef072dc0e from datanode fec36e5c-fc03-445a-9259-7b3565aecf05
2020-12-03 07:24:37,320 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x768a96ccea2d2d0a: from storage DS-de2435ec-3606-4457-bfcf-cb6ef072dc0e node DatanodeRegistration(127.0.0.1:45506, datanodeUuid=fec36e5c-fc03-445a-9259-7b3565aecf05, infoPort=46100, infoSecurePort=0, ipcPort=44129, storageInfo=lv=-57;cid=testClusterID;nsid=1090966717;c=1606980274066), blocks: 0, hasStaleStorage: true, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:37,320 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x768a96ccea2d2d0a: Processing first storage report for DS-63280395-91a5-4718-be8d-5460920774c7 from datanode fec36e5c-fc03-445a-9259-7b3565aecf05
2020-12-03 07:24:37,321 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x768a96ccea2d2d0a: from storage DS-63280395-91a5-4718-be8d-5460920774c7 node DatanodeRegistration(127.0.0.1:45506, datanodeUuid=fec36e5c-fc03-445a-9259-7b3565aecf05, infoPort=46100, infoSecurePort=0, ipcPort=44129, storageInfo=lv=-57;cid=testClusterID;nsid=1090966717;c=1606980274066), blocks: 0, hasStaleStorage: false, processing time: 0 msecs, invalidatedBlocks: 0
2020-12-03 07:24:37,321 [BP-1688424058-172.17.0.4-1606980274066 heartbeating to localhost/127.0.0.1:42543] INFO  datanode.DataNode (BPServiceActor.java:blockReport(424)) - Successfully sent block report 0x768a96ccea2d2d0a,  containing 2 storage report(s), of which we sent 2. The reports had 0 total blocks and used 1 RPC(s). This took 0 msec to generate and 2 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.
2020-12-03 07:24:37,321 [BP-1688424058-172.17.0.4-1606980274066 heartbeating to localhost/127.0.0.1:42543] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActive(759)) - Got finalize command for block pool BP-1688424058-172.17.0.4-1606980274066
2020-12-03 07:24:37,348 [Thread-603] INFO  datanode.DataNode (DataNode.java:checkDatanodeUuid(1546)) - Generated and persisted new Datanode UUID 778e686f-955b-4664-b0d5-e7c9ffc5fcab
2020-12-03 07:24:37,348 [Thread-625] INFO  datanode.DataNode (DataNode.java:checkDatanodeUuid(1546)) - Generated and persisted new Datanode UUID 0c6f8970-d7dd-48b5-8d5e-a875696526d2
2020-12-03 07:24:37,350 [Thread-603] INFO  impl.FsDatasetImpl (FsVolumeList.java:addVolume(304)) - Added new volume: DS-532f25f9-06d4-4afd-8691-3f01f1faf6e8
2020-12-03 07:24:37,350 [Thread-603] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:addVolume(450)) - Added volume - [DISK]file:/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11, StorageType: DISK
2020-12-03 07:24:37,351 [Thread-625] INFO  impl.FsDatasetImpl (FsVolumeList.java:addVolume(304)) - Added new volume: DS-bfb9e676-bcb3-4b9b-8b21-3adff7deb76f
2020-12-03 07:24:37,352 [Thread-625] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:addVolume(450)) - Added volume - [DISK]file:/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13, StorageType: DISK
2020-12-03 07:24:37,353 [Thread-603] INFO  impl.FsDatasetImpl (FsVolumeList.java:addVolume(304)) - Added new volume: DS-90decd12-583a-4d3d-8ffa-ff0c65a87d71
2020-12-03 07:24:37,353 [Thread-603] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:addVolume(450)) - Added volume - [DISK]file:/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12, StorageType: DISK
2020-12-03 07:24:37,354 [Thread-603] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:registerMBean(2280)) - Registered FSDatasetState MBean
2020-12-03 07:24:37,354 [Thread-625] INFO  impl.FsDatasetImpl (FsVolumeList.java:addVolume(304)) - Added new volume: DS-ec3d9943-1545-4cf6-b156-a296d9b5e16e
2020-12-03 07:24:37,354 [Thread-625] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:addVolume(450)) - Added volume - [DISK]file:/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14, StorageType: DISK
2020-12-03 07:24:37,355 [Thread-625] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:registerMBean(2280)) - Registered FSDatasetState MBean
2020-12-03 07:24:37,356 [Thread-603] INFO  checker.ThrottledAsyncChecker (ThrottledAsyncChecker.java:schedule(137)) - Scheduling a check for /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11
2020-12-03 07:24:37,356 [Thread-625] INFO  checker.ThrottledAsyncChecker (ThrottledAsyncChecker.java:schedule(137)) - Scheduling a check for /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13
2020-12-03 07:24:37,356 [Thread-603] INFO  checker.DatasetVolumeChecker (DatasetVolumeChecker.java:checkAllVolumes(222)) - Scheduled health check for volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11
2020-12-03 07:24:37,356 [Thread-603] INFO  checker.ThrottledAsyncChecker (ThrottledAsyncChecker.java:schedule(137)) - Scheduling a check for /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12
2020-12-03 07:24:37,356 [Thread-603] INFO  checker.DatasetVolumeChecker (DatasetVolumeChecker.java:checkAllVolumes(222)) - Scheduled health check for volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12
2020-12-03 07:24:37,356 [Thread-603] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:addBlockPool(2791)) - Adding block pool BP-1688424058-172.17.0.4-1606980274066
2020-12-03 07:24:37,357 [Thread-625] INFO  checker.DatasetVolumeChecker (DatasetVolumeChecker.java:checkAllVolumes(222)) - Scheduled health check for volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13
2020-12-03 07:24:37,357 [Thread-625] INFO  checker.ThrottledAsyncChecker (ThrottledAsyncChecker.java:schedule(137)) - Scheduling a check for /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14
2020-12-03 07:24:37,357 [Thread-625] INFO  checker.DatasetVolumeChecker (DatasetVolumeChecker.java:checkAllVolumes(222)) - Scheduled health check for volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14
2020-12-03 07:24:37,358 [Thread-741] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(406)) - Scanning block pool BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12...
2020-12-03 07:24:37,358 [Thread-740] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(406)) - Scanning block pool BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11...
2020-12-03 07:24:37,358 [Thread-625] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:addBlockPool(2791)) - Adding block pool BP-1688424058-172.17.0.4-1606980274066
2020-12-03 07:24:37,359 [Thread-742] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(406)) - Scanning block pool BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13...
2020-12-03 07:24:37,359 [Thread-743] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(406)) - Scanning block pool BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14...
2020-12-03 07:24:37,396 [Thread-742] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(411)) - Time taken to scan block pool BP-1688424058-172.17.0.4-1606980274066 on /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13: 37ms
2020-12-03 07:24:37,396 [Thread-741] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(411)) - Time taken to scan block pool BP-1688424058-172.17.0.4-1606980274066 on /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12: 38ms
2020-12-03 07:24:37,396 [Thread-743] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(411)) - Time taken to scan block pool BP-1688424058-172.17.0.4-1606980274066 on /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14: 38ms
2020-12-03 07:24:37,397 [Thread-625] INFO  impl.FsDatasetImpl (FsVolumeList.java:addBlockPool(431)) - Total time to scan all replicas for block pool BP-1688424058-172.17.0.4-1606980274066: 39ms
2020-12-03 07:24:37,398 [Thread-748] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(199)) - Adding replicas to map for block pool BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13...
2020-12-03 07:24:37,398 [Thread-749] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(199)) - Adding replicas to map for block pool BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14...
2020-12-03 07:24:37,398 [Thread-748] INFO  impl.BlockPoolSlice (BlockPoolSlice.java:readReplicasFromCache(876)) - Replica Cache file: /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13/current/BP-1688424058-172.17.0.4-1606980274066/current/replicas doesn't exist 
2020-12-03 07:24:37,398 [Thread-749] INFO  impl.BlockPoolSlice (BlockPoolSlice.java:readReplicasFromCache(876)) - Replica Cache file: /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14/current/BP-1688424058-172.17.0.4-1606980274066/current/replicas doesn't exist 
2020-12-03 07:24:37,398 [Thread-740] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(411)) - Time taken to scan block pool BP-1688424058-172.17.0.4-1606980274066 on /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11: 40ms
2020-12-03 07:24:37,398 [Thread-603] INFO  impl.FsDatasetImpl (FsVolumeList.java:addBlockPool(431)) - Total time to scan all replicas for block pool BP-1688424058-172.17.0.4-1606980274066: 41ms
2020-12-03 07:24:37,398 [Thread-749] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(204)) - Time to add replicas to map for block pool BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14: 1ms
2020-12-03 07:24:37,398 [Thread-748] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(204)) - Time to add replicas to map for block pool BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13: 1ms
2020-12-03 07:24:37,399 [Thread-625] INFO  impl.FsDatasetImpl (FsVolumeList.java:getAllVolumesMap(225)) - Total time to add all replicas to map for block pool BP-1688424058-172.17.0.4-1606980274066: 2ms
2020-12-03 07:24:37,399 [Thread-750] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(199)) - Adding replicas to map for block pool BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11...
2020-12-03 07:24:37,399 [Thread-751] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(199)) - Adding replicas to map for block pool BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12...
2020-12-03 07:24:37,399 [Thread-750] INFO  impl.BlockPoolSlice (BlockPoolSlice.java:readReplicasFromCache(876)) - Replica Cache file: /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11/current/BP-1688424058-172.17.0.4-1606980274066/current/replicas doesn't exist 
2020-12-03 07:24:37,399 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(381)) - Now scanning bpid BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13
2020-12-03 07:24:37,399 [Thread-751] INFO  impl.BlockPoolSlice (BlockPoolSlice.java:readReplicasFromCache(876)) - Replica Cache file: /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12/current/BP-1688424058-172.17.0.4-1606980274066/current/replicas doesn't exist 
2020-12-03 07:24:37,399 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(381)) - Now scanning bpid BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14
2020-12-03 07:24:37,400 [Thread-750] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(204)) - Time to add replicas to map for block pool BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11: 0ms
2020-12-03 07:24:37,400 [Thread-625] INFO  datanode.DirectoryScanner (DirectoryScanner.java:start(284)) - Periodic Directory Tree Verification scan starting at 12/3/20 7:46 AM with interval of 21600000ms
2020-12-03 07:24:37,400 [Thread-751] INFO  impl.FsDatasetImpl (FsVolumeList.java:run(204)) - Time to add replicas to map for block pool BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12: 0ms
2020-12-03 07:24:37,400 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13)] INFO  datanode.VolumeScanner (VolumeScanner.java:runLoop(539)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13, DS-bfb9e676-bcb3-4b9b-8b21-3adff7deb76f): finished scanning block pool BP-1688424058-172.17.0.4-1606980274066
2020-12-03 07:24:37,400 [Thread-603] INFO  impl.FsDatasetImpl (FsVolumeList.java:getAllVolumesMap(225)) - Total time to add all replicas to map for block pool BP-1688424058-172.17.0.4-1606980274066: 1ms
2020-12-03 07:24:37,400 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14)] INFO  datanode.VolumeScanner (VolumeScanner.java:runLoop(539)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14, DS-ec3d9943-1545-4cf6-b156-a296d9b5e16e): finished scanning block pool BP-1688424058-172.17.0.4-1606980274066
2020-12-03 07:24:37,401 [BP-1688424058-172.17.0.4-1606980274066 heartbeating to localhost/127.0.0.1:42543] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-1688424058-172.17.0.4-1606980274066 (Datanode Uuid 0c6f8970-d7dd-48b5-8d5e-a875696526d2) service to localhost/127.0.0.1:42543 beginning handshake with NN
2020-12-03 07:24:37,401 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(381)) - Now scanning bpid BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11
2020-12-03 07:24:37,401 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(381)) - Now scanning bpid BP-1688424058-172.17.0.4-1606980274066 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12
2020-12-03 07:24:37,401 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13, DS-bfb9e676-bcb3-4b9b-8b21-3adff7deb76f): no suitable block pools found to scan.  Waiting 1814399998 ms.
2020-12-03 07:24:37,401 [Thread-603] INFO  datanode.DirectoryScanner (DirectoryScanner.java:start(284)) - Periodic Directory Tree Verification scan starting at 12/3/20 12:02 PM with interval of 21600000ms
2020-12-03 07:24:37,401 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11)] INFO  datanode.VolumeScanner (VolumeScanner.java:runLoop(539)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11, DS-532f25f9-06d4-4afd-8691-3f01f1faf6e8): finished scanning block pool BP-1688424058-172.17.0.4-1606980274066
2020-12-03 07:24:37,401 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14, DS-ec3d9943-1545-4cf6-b156-a296d9b5e16e): no suitable block pools found to scan.  Waiting 1814399998 ms.
2020-12-03 07:24:37,401 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12)] INFO  datanode.VolumeScanner (VolumeScanner.java:runLoop(539)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12, DS-90decd12-583a-4d3d-8ffa-ff0c65a87d71): finished scanning block pool BP-1688424058-172.17.0.4-1606980274066
2020-12-03 07:24:37,402 [BP-1688424058-172.17.0.4-1606980274066 heartbeating to localhost/127.0.0.1:42543] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-1688424058-172.17.0.4-1606980274066 (Datanode Uuid 778e686f-955b-4664-b0d5-e7c9ffc5fcab) service to localhost/127.0.0.1:42543 beginning handshake with NN
2020-12-03 07:24:37,403 [IPC Server handler 0 on default port 42543] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:38509, datanodeUuid=0c6f8970-d7dd-48b5-8d5e-a875696526d2, infoPort=45134, infoSecurePort=0, ipcPort=39867, storageInfo=lv=-57;cid=testClusterID;nsid=1090966717;c=1606980274066) storage 0c6f8970-d7dd-48b5-8d5e-a875696526d2
2020-12-03 07:24:37,403 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11, DS-532f25f9-06d4-4afd-8691-3f01f1faf6e8): no suitable block pools found to scan.  Waiting 1814399998 ms.
2020-12-03 07:24:37,403 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12, DS-90decd12-583a-4d3d-8ffa-ff0c65a87d71): no suitable block pools found to scan.  Waiting 1814399998 ms.
2020-12-03 07:24:37,403 [IPC Server handler 0 on default port 42543] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:38509
2020-12-03 07:24:37,403 [IPC Server handler 0 on default port 42543] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN 0c6f8970-d7dd-48b5-8d5e-a875696526d2 (127.0.0.1:38509).
2020-12-03 07:24:37,403 [IPC Server handler 1 on default port 42543] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:39536, datanodeUuid=778e686f-955b-4664-b0d5-e7c9ffc5fcab, infoPort=38347, infoSecurePort=0, ipcPort=39452, storageInfo=lv=-57;cid=testClusterID;nsid=1090966717;c=1606980274066) storage 778e686f-955b-4664-b0d5-e7c9ffc5fcab
2020-12-03 07:24:37,403 [IPC Server handler 1 on default port 42543] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:39536
2020-12-03 07:24:37,404 [IPC Server handler 1 on default port 42543] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN 778e686f-955b-4664-b0d5-e7c9ffc5fcab (127.0.0.1:39536).
2020-12-03 07:24:37,404 [BP-1688424058-172.17.0.4-1606980274066 heartbeating to localhost/127.0.0.1:42543] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-1688424058-172.17.0.4-1606980274066 (Datanode Uuid 0c6f8970-d7dd-48b5-8d5e-a875696526d2) service to localhost/127.0.0.1:42543 successfully registered with NN
2020-12-03 07:24:37,404 [BP-1688424058-172.17.0.4-1606980274066 heartbeating to localhost/127.0.0.1:42543] INFO  datanode.DataNode (BPServiceActor.java:offerService(616)) - For namenode localhost/127.0.0.1:42543 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=1000
2020-12-03 07:24:37,404 [BP-1688424058-172.17.0.4-1606980274066 heartbeating to localhost/127.0.0.1:42543] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-1688424058-172.17.0.4-1606980274066 (Datanode Uuid 778e686f-955b-4664-b0d5-e7c9ffc5fcab) service to localhost/127.0.0.1:42543 successfully registered with NN
2020-12-03 07:24:37,405 [BP-1688424058-172.17.0.4-1606980274066 heartbeating to localhost/127.0.0.1:42543] INFO  datanode.DataNode (BPServiceActor.java:offerService(616)) - For namenode localhost/127.0.0.1:42543 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=1000
2020-12-03 07:24:37,406 [IPC Server handler 2 on default port 42543] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-bfb9e676-bcb3-4b9b-8b21-3adff7deb76f for DN 127.0.0.1:38509
2020-12-03 07:24:37,407 [IPC Server handler 2 on default port 42543] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-ec3d9943-1545-4cf6-b156-a296d9b5e16e for DN 127.0.0.1:38509
2020-12-03 07:24:37,407 [IPC Server handler 3 on default port 42543] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-532f25f9-06d4-4afd-8691-3f01f1faf6e8 for DN 127.0.0.1:39536
2020-12-03 07:24:37,407 [IPC Server handler 3 on default port 42543] INFO  blockmanagement.DatanodeDescriptor (DatanodeDescriptor.java:updateStorage(987)) - Adding new storage ID DS-90decd12-583a-4d3d-8ffa-ff0c65a87d71 for DN 127.0.0.1:39536
2020-12-03 07:24:37,409 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0xddbe9e8baf15def3: Processing first storage report for DS-bfb9e676-bcb3-4b9b-8b21-3adff7deb76f from datanode 0c6f8970-d7dd-48b5-8d5e-a875696526d2
2020-12-03 07:24:37,409 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0xddbe9e8baf15def3: from storage DS-bfb9e676-bcb3-4b9b-8b21-3adff7deb76f node DatanodeRegistration(127.0.0.1:38509, datanodeUuid=0c6f8970-d7dd-48b5-8d5e-a875696526d2, infoPort=45134, infoSecurePort=0, ipcPort=39867, storageInfo=lv=-57;cid=testClusterID;nsid=1090966717;c=1606980274066), blocks: 0, hasStaleStorage: true, processing time: 0 msecs, invalidatedBlocks: 0
